Abbreviation,Species,TAC Zone,Level,Year,Sea,Agreed TAC,Amendment/Original,Amendment check,Pre-uplift/post-deduction,Uplift/deduction %,Post-uplift/pre-deduction,Notes,2021 Source
ANE/08.,Anchovy,8,EU,2013,Atlantic,"20,700",Original,Final,"20,700",,"20,700",,
ANE/08.,Anchovy,8,France,2013,Atlantic,"2,070",Original,Final,"2,070",,"2,070",,
ANE/08.,Anchovy,8,Spain,2013,Atlantic,"18,630",Original,Final,"18,630",,"18,630",,
ANE/08.,Anchovy,8,TAC,2013,Atlantic,"20,700",Original,Final,"20,700",,"20,700",,
ANE/08.,Anchovy,8,EU,2014,Atlantic,"17,100",Original,Not Final,"17,100",,"17,100",,
ANE/08.,Anchovy,8,France,2014,Atlantic,"1,710",Original,Not Final,"1,710",,"1,710",,
ANE/08.,Anchovy,8,Spain,2014,Atlantic,"15,390",Original,Not Final,"15,390",,"15,390",,
ANE/08.,Anchovy,8,TAC,2014,Atlantic,"17,100",Original,Not Final,"17,100",,"17,100",,
ANE/08.,Anchovy,8,EU,2014,Atlantic,"20,100",Amendment,Final,"20,100",,"20,100",,
ANE/08.,Anchovy,8,France,2014,Atlantic,"2,010",Amendment,Final,"2,010",,"2,010",,
ANE/08.,Anchovy,8,Spain,2014,Atlantic,"18,090",Amendment,Final,"18,090",,"18,090",,
ANE/08.,Anchovy,8,TAC,2014,Atlantic,"20,100",Amendment,Final,"20,100",,"20,100",,
ANE/08.,Anchovy,8,EU,2015,Atlantic,"25,000",Original,Final,"25,000",,"25,000",,
ANE/08.,Anchovy,8,France,2015,Atlantic,"2,500",Original,Final,"2,500",,"2,500",,
ANE/08.,Anchovy,8,Spain,2015,Atlantic,"22,500",Original,Final,"22,500",,"22,500",,
ANE/08.,Anchovy,8,TAC,2015,Atlantic,"25,000",Original,Final,"25,000",,"25,000",,
ANE/08.,Anchovy,8,EU,2016,Atlantic,"25,000",Original,Not Final,"25,000",,"25,000",,
ANE/08.,Anchovy,8,France,2016,Atlantic,"2,500",Original,Not Final,"2,500",,"2,500",,
ANE/08.,Anchovy,8,Spain,2016,Atlantic,"22,500",Original,Not Final,"22,500",,"22,500",,
ANE/08.,Anchovy,8,TAC,2016,Atlantic,"25,000",Original,Not Final,"25,000",,"25,000",,
ANE/08.,Anchovy,8,EU,2016,Atlantic,"33,000",Amendment,Final,"33,000",,"33,000",,
ANE/08.,Anchovy,8,France,2016,Atlantic,"3,300",Amendment,Final,"3,300",,"3,300",,
ANE/08.,Anchovy,8,Spain,2016,Atlantic,"29,700",Amendment,Final,"29,700",,"29,700",,
ANE/08.,Anchovy,8,TAC,2016,Atlantic,"33,000",Amendment,Final,"33,000",,"33,000",,
ANE/08.,Anchovy,8,EU,2017,Atlantic,"33,000",Original,Final,"33,000",,"33,000",,
ANE/08.,Anchovy,8,France,2017,Atlantic,"3,300",Original,Final,"3,300",,"3,300",,
ANE/08.,Anchovy,8,Spain,2017,Atlantic,"29,700",Original,Final,"29,700",,"29,700",,
ANE/08.,Anchovy,8,TAC,2017,Atlantic,"33,000",Original,Final,"33,000",,"33,000",,
ANE/08.,Anchovy,8,EU,2018,Atlantic,"33,000",Original,Final,"33,000",,"33,000",,
ANE/08.,Anchovy,8,TAC,2018,Atlantic,"33,000",Original,Final,"33,000",,"33,000",,
ANE/08.,Anchovy,8,France,2018,Atlantic,"3,300",Original,Final,"3,300",,"3,300",,
ANE/08.,Anchovy,8,Spain,2018,Atlantic,"29,700",Original,Final,"29,700",,"29,700",,
ANE/08.,Anchovy,8,France,2019,Atlantic,"3,300",Original,Final,"3,300",,"3,300",,
ANE/08.,Anchovy,8,Spain,2019,Atlantic,"29,700",Original,Final,"29,700",,"29,700",,
ANE/08.,Anchovy,8,EU,2019,Atlantic,"33,000",Original,Final,"33,000",,"33,000",,
ANE/08.,Anchovy,8,TAC,2019,Atlantic,"33,000",Original,Final,"33,000",,"33,000",,
ANE/08.,Anchovy,8,France,2020,Atlantic,"3,189",Original,Final,"3,189",,"3,189",,
ANE/08.,Anchovy,8,Spain,2020,Atlantic,"28,703",Original,Final,"28,703",,"28,703",,
ANE/08.,Anchovy,8,EU,2020,Atlantic,"31,892",Original,Final,"31,892",,"31,892",,
ANE/08.,Anchovy,8,TAC,2020,Atlantic,"31,892",Original,Final,"31,892",,"31,892",,
ANE/08.,Anchovy,8,France,2021,Atlantic,"3,300",Original,Final,"3,300",,"3,300",,December Council: COUNCIL REGULATION (EU) 2021/92
ANE/08.,Anchovy,8,Spain,2021,Atlantic,"29,700",Original,Final,"29,700",,"29,700",,December Council: COUNCIL REGULATION (EU) 2021/92
ANE/08.,Anchovy,8,EU,2021,Atlantic,"33,000",Original,Final,"33,000",,"33,000",,December Council: COUNCIL REGULATION (EU) 2021/92
ANE/08.,Anchovy,8,TAC,2021,Atlantic,"33,000",Original,Final,"33,000",,"33,000",,December Council: COUNCIL REGULATION (EU) 2021/92
ANE/9/3411,Anchovy,9 and 10; European Union waters of CECAF 34.1.1,EU,2001,Atlantic,"10,000",Original,Final,"10,000",,"10,000",Name changed to EU for time series,
ANE/9/3411,Anchovy,9 and 10; European Union waters of CECAF 34.1.1,Portugal,2001,Atlantic,"5,220",Original,Final,"5,220",,"5,220",,
ANE/9/3411,Anchovy,9 and 10; European Union waters of CECAF 34.1.1,Spain,2001,Atlantic,"4,780",Original,Final,"4,780",,"4,780",,
ANE/9/3411,Anchovy,9 and 10; European Union waters of CECAF 34.1.1,TAC,2001,Atlantic,"10,000",Original,Final,"10,000",,"10,000",,
ANE/9/3411,Anchovy,9 and 10; European Union waters of CECAF 34.1.1,EU,2002,Atlantic,"8,000",Original,Final,"8,000",,"8,000",Name changed to EU for time series,
ANE/9/3411,Anchovy,9 and 10; European Union waters of CECAF 34.1.1,Portugal,2002,Atlantic,"4,174",Original,Final,"4,174",,"4,174",,
ANE/9/3411,Anchovy,9 and 10; European Union waters of CECAF 34.1.1,Spain,2002,Atlantic,"3,826",Original,Final,"3,826",,"3,826",,
ANE/9/3411,Anchovy,9 and 10; European Union waters of CECAF 34.1.1,TAC,2002,Atlantic,"8,000",Original,Final,"8,000",,"8,000",,
ANE/9/3411,Anchovy,9 and 10; European Union waters of CECAF 34.1.1,EU,2003,Atlantic,"8,000",Original,Final,"8,000",,"8,000",Name changed to EU for time series,
ANE/9/3411,Anchovy,9 and 10; European Union waters of CECAF 34.1.1,Portugal,2003,Atlantic,"4,174",Original,Final,"4,174",,"4,174",,
ANE/9/3411,Anchovy,9 and 10; European Union waters of CECAF 34.1.1,Spain,2003,Atlantic,"3,826",Original,Final,"3,826",,"3,826",,
ANE/9/3411,Anchovy,9 and 10; European Union waters of CECAF 34.1.1,TAC,2003,Atlantic,"8,000",Original,Final,"8,000",,"8,000",,
ANE/9/3411,Anchovy,9 and 10; European Union waters of CECAF 34.1.1,EU,2004,Atlantic,"8,000",Original,Final,"8,000",,"8,000",,
ANE/9/3411,Anchovy,9 and 10; European Union waters of CECAF 34.1.1,Portugal,2004,Atlantic,"4,174",Original,Final,"4,174",,"4,174",,
ANE/9/3411,Anchovy,9 and 10; European Union waters of CECAF 34.1.1,Spain,2004,Atlantic,"3,826",Original,Final,"3,826",,"3,826",,
ANE/9/3411,Anchovy,9 and 10; European Union waters of CECAF 34.1.1,TAC,2004,Atlantic,"8,000",Original,Final,"8,000",,"8,000",,
ANE/9/3411,Anchovy,9 and 10; European Union waters of CECAF 34.1.1,EU,2005,Atlantic,"8,000",Original,Final,"8,000",,"8,000",,
ANE/9/3411,Anchovy,9 and 10; European Union waters of CECAF 34.1.1,Portugal,2005,Atlantic,"4,174",Original,Final,"4,174",,"4,174",,
ANE/9/3411,Anchovy,9 and 10; European Union waters of CECAF 34.1.1,Spain,2005,Atlantic,"3,826",Original,Final,"3,826",,"3,826",,
ANE/9/3411,Anchovy,9 and 10; European Union waters of CECAF 34.1.1,TAC,2005,Atlantic,"8,000",Original,Final,"8,000",,"8,000",,
ANE/9/3411,Anchovy,9 and 10; European Union waters of CECAF 34.1.1,EU,2006,Atlantic,"8,000",Original,Final,"8,000",,"8,000",,
ANE/9/3411,Anchovy,9 and 10; European Union waters of CECAF 34.1.1,Portugal,2006,Atlantic,"4,174",Original,Final,"4,174",,"4,174",,
ANE/9/3411,Anchovy,9 and 10; European Union waters of CECAF 34.1.1,Spain,2006,Atlantic,"3,826",Original,Final,"3,826",,"3,826",,
ANE/9/3411,Anchovy,9 and 10; European Union waters of CECAF 34.1.1,TAC,2006,Atlantic,"8,000",Original,Final,"8,000",,"8,000",,
ANE/9/3411,Anchovy,9 and 10; European Union waters of CECAF 34.1.1,EU,2007,Atlantic,"8,000",Original,Final,"8,000",,"8,000",,
ANE/9/3411,Anchovy,9 and 10; European Union waters of CECAF 34.1.1,Portugal,2007,Atlantic,"4,174",Original,Final,"4,174",,"4,174",,
ANE/9/3411,Anchovy,9 and 10; European Union waters of CECAF 34.1.1,Spain,2007,Atlantic,"3,826",Original,Final,"3,826",,"3,826",,
ANE/9/3411,Anchovy,9 and 10; European Union waters of CECAF 34.1.1,TAC,2007,Atlantic,"8,000",Original,Final,"8,000",,"8,000",,
ANE/9/3411,Anchovy,9 and 10; European Union waters of CECAF 34.1.1,EU,2008,Atlantic,"8,000",Original,Final,"8,000",,"8,000",,
ANE/9/3411,Anchovy,9 and 10; European Union waters of CECAF 34.1.1,Portugal,2008,Atlantic,"4,174",Original,Final,"4,174",,"4,174",,
ANE/9/3411,Anchovy,9 and 10; European Union waters of CECAF 34.1.1,Spain,2008,Atlantic,"3,826",Original,Final,"3,826",,"3,826",,
ANE/9/3411,Anchovy,9 and 10; European Union waters of CECAF 34.1.1,TAC,2008,Atlantic,"8,000",Original,Final,"8,000",,"8,000",,
ANE/9/3411,Anchovy,9 and 10; European Union waters of CECAF 34.1.1,EU,2009,Atlantic,"8,000",Original,Final,"8,000",,"8,000",,
ANE/9/3411,Anchovy,9 and 10; European Union waters of CECAF 34.1.1,Portugal,2009,Atlantic,"4,174",Original,Final,"4,174",,"4,174",,
ANE/9/3411,Anchovy,9 and 10; European Union waters of CECAF 34.1.1,Spain,2009,Atlantic,"3,826",Original,Final,"3,826",,"3,826",,
ANE/9/3411,Anchovy,9 and 10; European Union waters of CECAF 34.1.1,TAC,2009,Atlantic,"8,000",Original,Final,"8,000",,"8,000",,
ANE/9/3411,Anchovy,9 and 10; European Union waters of CECAF 34.1.1,EU,2010,Atlantic,"8,000",Original,Final,"8,000",,"8,000",,
ANE/9/3411,Anchovy,9 and 10; European Union waters of CECAF 34.1.1,Portugal,2010,Atlantic,"4,174",Original,Final,"4,174",,"4,174",,
ANE/9/3411,Anchovy,9 and 10; European Union waters of CECAF 34.1.1,Spain,2010,Atlantic,"3,826",Original,Final,"3,826",,"3,826",,
ANE/9/3411,Anchovy,9 and 10; European Union waters of CECAF 34.1.1,TAC,2010,Atlantic,"8,000",Original,Final,"8,000",,"8,000",,
ANE/9/3411,Anchovy,9 and 10; European Union waters of CECAF 34.1.1,EU,2011,Atlantic,"7,600",Original,Final,"7,600",,"7,600",,
ANE/9/3411,Anchovy,9 and 10; European Union waters of CECAF 34.1.1,Portugal,2011,Atlantic,"3,965",Original,Final,"3,965",,"3,965",,
ANE/9/3411,Anchovy,9 and 10; European Union waters of CECAF 34.1.1,Spain,2011,Atlantic,"3,635",Original,Final,"3,635",,"3,635",,
ANE/9/3411,Anchovy,9 and 10; European Union waters of CECAF 34.1.1,TAC,2011,Atlantic,"7,600",Original,Final,"7,600",,"7,600",,
ANE/9/3411,Anchovy,9 and 10; European Union waters of CECAF 34.1.1,EU,2012,Atlantic,"8,360",Original,Final,"8,360",,"8,360",,
ANE/9/3411,Anchovy,9 and 10; European Union waters of CECAF 34.1.1,Portugal,2012,Atlantic,"4,362",Original,Final,"4,362",,"4,362",,
ANE/9/3411,Anchovy,9 and 10; European Union waters of CECAF 34.1.1,Spain,2012,Atlantic,"3,998",Original,Final,"3,998",,"3,998",,
ANE/9/3411,Anchovy,9 and 10; European Union waters of CECAF 34.1.1,TAC,2012,Atlantic,"8,360",Original,Final,"8,360",,"8,360",,
ANE/9/3411,Anchovy,9 and 10; European Union waters of CECAF 34.1.1,EU,2013,Atlantic,"8,778",Original,Final,"8,778",,"8,778",,
ANE/9/3411,Anchovy,9 and 10; European Union waters of CECAF 34.1.1,Portugal,2013,Atlantic,"4,580",Original,Final,"4,580",,"4,580",,
ANE/9/3411,Anchovy,9 and 10; European Union waters of CECAF 34.1.1,Spain,2013,Atlantic,"4,198",Original,Final,"4,198",,"4,198",,
ANE/9/3411,Anchovy,9 and 10; European Union waters of CECAF 34.1.1,TAC,2013,Atlantic,"8,778",Original,Final,"8,778",,"8,778",,
ANE/9/3411,Anchovy,9 and 10; European Union waters of CECAF 34.1.1,EU,2014,Atlantic,"8,778",Original,Final,"8,778",,"8,778",,
ANE/9/3411,Anchovy,9 and 10; European Union waters of CECAF 34.1.1,Portugal,2014,Atlantic,"4,580",Original,Final,"4,580",,"4,580",,
ANE/9/3411,Anchovy,9 and 10; European Union waters of CECAF 34.1.1,Spain,2014,Atlantic,"4,198",Original,Final,"4,198",,"4,198",,
ANE/9/3411,Anchovy,9 and 10; European Union waters of CECAF 34.1.1,TAC,2014,Atlantic,"8,778",Original,Final,"8,778",,"8,778",,
ANE/9/3411,Anchovy,9 and 10; European Union waters of CECAF 34.1.1,EU,2015,Atlantic,"9,656",Original,Final,"9,656",,"9,656",,
ANE/9/3411,Anchovy,9 and 10; European Union waters of CECAF 34.1.1,Portugal,2015,Atlantic,"5,038",Original,Final,"5,038",,"5,038",,
ANE/9/3411,Anchovy,9 and 10; European Union waters of CECAF 34.1.1,Spain,2015,Atlantic,"4,618",Original,Final,"4,618",,"4,618",,
ANE/9/3411,Anchovy,9 and 10; European Union waters of CECAF 34.1.1,TAC,2015,Atlantic,"9,656",Original,Final,"9,656",,"9,656",,
ANE/9/3411,Anchovy,9 and 10; European Union waters of CECAF 34.1.1,Portugal,2016,Atlantic,"5,542",Original,Not Final,"5,542",,"5,542",,
ANE/9/3411,Anchovy,9 and 10; European Union waters of CECAF 34.1.1,Spain,2016,Atlantic,"5,080",Original,Not Final,"5,080",,"5,080",,
ANE/9/3411,Anchovy,9 and 10; European Union waters of CECAF 34.1.1,EU,2016,Atlantic,"10,622",Original,Not Final,"10,622",,"10,622",,
ANE/9/3411,Anchovy,9 and 10; European Union waters of CECAF 34.1.1,TAC,2016,Atlantic,"10,622",Original,Not Final,"10,622",,"10,622",,
ANE/9/3411,Anchovy,9 and 10; European Union waters of CECAF 34.1.1,Portugal,2016,Atlantic,"7,826",Amendment,Final,"7,826",,"7,826",,
ANE/9/3411,Anchovy,9 and 10; European Union waters of CECAF 34.1.1,Spain,2016,Atlantic,"7,174",Amendment,Final,"7,174",,"7,174",,
ANE/9/3411,Anchovy,9 and 10; European Union waters of CECAF 34.1.1,EU,2016,Atlantic,"15,000",Amendment,Final,"15,000",,"15,000",,
ANE/9/3411,Anchovy,9 and 10; European Union waters of CECAF 34.1.1,TAC,2016,Atlantic,"15,000",Amendment,Final,"15,000",,"15,000",,
ANE/9/3411,Anchovy,9 and 10; European Union waters of CECAF 34.1.1,Portugal,2017,Atlantic,"6,522",Original,Final,"6,522",,"6,522",,
ANE/9/3411,Anchovy,9 and 10; European Union waters of CECAF 34.1.1,Spain,2017,Atlantic,"5,978",Original,Final,"5,978",,"5,978",,
ANE/9/3411,Anchovy,9 and 10; European Union waters of CECAF 34.1.1,EU,2017,Atlantic,"12,500",Original,Final,"12,500",,"12,500",,
ANE/9/3411,Anchovy,9 and 10; European Union waters of CECAF 34.1.1,TAC,2017,Atlantic,"12,500",Original,Final,"12,500",,"12,500",,
ANE/9/3411,Anchovy,9 and 10; European Union waters of CECAF 34.1.1,EU,2018,Atlantic,"12,500",Original,Not Final,"12,500",,"12,500",,
ANE/9/3411,Anchovy,9 and 10; European Union waters of CECAF 34.1.1,TAC,2018,Atlantic,"12,500",Original,Not Final,"12,500",,"12,500",,
ANE/9/3411,Anchovy,9 and 10; European Union waters of CECAF 34.1.1,Portugal,2018,Atlantic,"6,522",Original,Not Final,"6,522",,"6,522",,
ANE/9/3411,Anchovy,9 and 10; European Union waters of CECAF 34.1.1,Spain,2018,Atlantic,"5,978",Original,Not Final,"5,978",,"5,978",,
ANE/9/3411,Anchovy,9 and 10; European Union waters of CECAF 34.1.1,EU,2018,Atlantic,"22,586",Amendment,Final,"22,586",,"22,586",,
ANE/9/3411,Anchovy,9 and 10; European Union waters of CECAF 34.1.1,TAC,2018,Atlantic,"22,586",Amendment,Final,"22,586",,"22,586",,
ANE/9/3411,Anchovy,9 and 10; European Union waters of CECAF 34.1.1,Portugal,2018,Atlantic,"11,784",Amendment,Final,"11,784",,"11,784",,
ANE/9/3411,Anchovy,9 and 10; European Union waters of CECAF 34.1.1,Spain,2018,Atlantic,"10,802",Amendment,Final,"10,802",,"10,802",,
ANE/9/3411,Anchovy,9 and 10; European Union waters of CECAF 34.1.1,EU,2019,Atlantic,"4,902",Original,Final,"4,902",,"4,902",,
ANE/9/3411,Anchovy,9 and 10; European Union waters of CECAF 34.1.1,TAC,2019,Atlantic,"4,902",Original,Final,"4,902",,"4,902",,
ANE/9/3411,Anchovy,9 and 10; European Union waters of CECAF 34.1.1,Portugal,2019,Atlantic,"2,558",Original,Final,"2,558",,"2,558",,
ANE/9/3411,Anchovy,9 and 10; European Union waters of CECAF 34.1.1,Spain,2019,Atlantic,"2,344",Original,Final,"2,344",,"2,344",,
ANE/9/3411,Anchovy,9 and 10; European Union waters of CECAF 34.1.1,EU,2020,Atlantic,"4,018",Original,Final,"4,018",,"4,018",,
ANE/9/3411,Anchovy,9 and 10; European Union waters of CECAF 34.1.1,TAC,2020,Atlantic,"4,018",Original,Final,"4,018",,"4,018",,
ANE/9/3411,Anchovy,9 and 10; European Union waters of CECAF 34.1.1,Portugal,2020,Atlantic,"1,922",Original,Final,"1,922",,"1,922",,
ANE/9/3411,Anchovy,9 and 10; European Union waters of CECAF 34.1.1,Spain,2020,Atlantic,"1,922",Original,Final,"1,922",,"1,922",,
ANE/9/3411,Anchovy,9 and 10; European Union waters of CECAF 34.1.1,EU,2021,Atlantic,"15,005",Original,Final,"15,005",,"15,005",,Assumed roll-over
ANE/9/3411,Anchovy,9 and 10; European Union waters of CECAF 34.1.1,TAC,2021,Atlantic,"15,005",Original,Final,"15,005",,"15,005",,Assumed roll-over
ANE/9/3411,Anchovy,9 and 10; European Union waters of CECAF 34.1.1,Portugal,2021,Atlantic,"7,829",Original,Final,"7,829",,"7,829",,Assumed roll-over
ANE/9/3411,Anchovy,9 and 10; European Union waters of CECAF 34.1.1,Spain,2021,Atlantic,"7,176",Original,Final,"7,176",,"7,176",,Assumed roll-over
ANF/04-N.,Anglerfish,Norwegian waters of 4,Belgium,2005,Atlantic,54,Original,Final,54,,54,,
ANF/04-N.,Anglerfish,Norwegian waters of 4,Denmark,2005,Atlantic,"1,381",Original,Final,"1,381",,"1,381",,
ANF/04-N.,Anglerfish,Norwegian waters of 4,EU,2005,Atlantic,"1,800",Original,Final,"1,800",,"1,800",,
ANF/04-N.,Anglerfish,Norwegian waters of 4,Germany,2005,Atlantic,22,Original,Final,22,,22,,
ANF/04-N.,Anglerfish,Norwegian waters of 4,TAC,2005,Atlantic,tbd,Original,Final,tbd,,tbd,,
ANF/04-N.,Anglerfish,Norwegian waters of 4,Netherlands,2005,Atlantic,20,Original,Final,20,,20,,
ANF/04-N.,Anglerfish,Norwegian waters of 4,United Kingdom,2005,Atlantic,323,Original,Final,323,,323,,
ANF/04-N.,Anglerfish,Norwegian waters of 4,Belgium,2006,Atlantic,53,Original,Final,53,,53,,
ANF/04-N.,Anglerfish,Norwegian waters of 4,Denmark,2006,Atlantic,"1,343",Original,Final,"1,343",,"1,343",,
ANF/04-N.,Anglerfish,Norwegian waters of 4,EU,2006,Atlantic,"1,750",Original,Final,"1,750",,"1,750",,
ANF/04-N.,Anglerfish,Norwegian waters of 4,Germany,2006,Atlantic,21,Original,Final,21,,21,,
ANF/04-N.,Anglerfish,Norwegian waters of 4,TAC,2006,Atlantic,tbd,Original,Final,tbd,,tbd,,
ANF/04-N.,Anglerfish,Norwegian waters of 4,Netherlands,2006,Atlantic,19,Original,Final,19,,19,,
ANF/04-N.,Anglerfish,Norwegian waters of 4,United Kingdom,2006,Atlantic,314,Original,Final,314,,314,,
ANF/04-N.,Anglerfish,Norwegian waters of 4,Belgium,2007,Atlantic,50,Original,Final,50,,50,,
ANF/04-N.,Anglerfish,Norwegian waters of 4,Denmark,2007,Atlantic,"1,266",Original,Final,"1,266",,"1,266",,
ANF/04-N.,Anglerfish,Norwegian waters of 4,EU,2007,Atlantic,"1,650",Original,Final,"1,650",,"1,650",,
ANF/04-N.,Anglerfish,Norwegian waters of 4,Germany,2007,Atlantic,20,Original,Final,20,,20,,
ANF/04-N.,Anglerfish,Norwegian waters of 4,TAC,2007,Atlantic,tbd,Original,Final,tbd,,tbd,,
ANF/04-N.,Anglerfish,Norwegian waters of 4,Netherlands,2007,Atlantic,18,Original,Final,18,,18,,
ANF/04-N.,Anglerfish,Norwegian waters of 4,United Kingdom,2007,Atlantic,296,Original,Final,296,,296,,
ANF/04-N.,Anglerfish,Norwegian waters of 4,Belgium,2008,Atlantic,48,Original,Final,48,,48,,
ANF/04-N.,Anglerfish,Norwegian waters of 4,Denmark,2008,Atlantic,"1,236",Original,Final,"1,236",,"1,236",,
ANF/04-N.,Anglerfish,Norwegian waters of 4,EU,2008,Atlantic,"1,610",Original,Final,"1,610",,"1,610",,
ANF/04-N.,Anglerfish,Norwegian waters of 4,Germany,2008,Atlantic,19,Original,Final,19,,19,,
ANF/04-N.,Anglerfish,Norwegian waters of 4,TAC,2008,Atlantic,tbd,Original,Final,tbd,,tbd,,
ANF/04-N.,Anglerfish,Norwegian waters of 4,Netherlands,2008,Atlantic,18,Original,Final,18,,18,,
ANF/04-N.,Anglerfish,Norwegian waters of 4,United Kingdom,2008,Atlantic,289,Original,Final,289,,289,,
ANF/04-N.,Anglerfish,Norwegian waters of 4,Belgium,2009,Atlantic,47,Original,Final,47,,47,,
ANF/04-N.,Anglerfish,Norwegian waters of 4,Denmark,2009,Atlantic,"1,189",Original,Final,"1,189",,"1,189",,
ANF/04-N.,Anglerfish,Norwegian waters of 4,EU,2009,Atlantic,"1,550",Original,Final,"1,550",,"1,550",,
ANF/04-N.,Anglerfish,Norwegian waters of 4,Germany,2009,Atlantic,19,Original,Final,19,,19,,
ANF/04-N.,Anglerfish,Norwegian waters of 4,TAC,2009,Atlantic,tbd,Original,Final,tbd,,tbd,,
ANF/04-N.,Anglerfish,Norwegian waters of 4,Netherlands,2009,Atlantic,17,Original,Final,17,,17,,
ANF/04-N.,Anglerfish,Norwegian waters of 4,United Kingdom,2009,Atlantic,278,Original,Final,278,,278,,
ANF/04-N.,Anglerfish,Norwegian waters of 4,Belgium,2010,Atlantic,46,Amendment,Final,46,,46,,
ANF/04-N.,Anglerfish,Norwegian waters of 4,Belgium,2010,Atlantic,0,Original,Not Final,0,,0,,
ANF/04-N.,Anglerfish,Norwegian waters of 4,Denmark,2010,Atlantic,"1,182",Amendment,Final,"1,182",,"1,182",,
ANF/04-N.,Anglerfish,Norwegian waters of 4,Denmark,2010,Atlantic,0,Original,Not Final,0,,0,,
ANF/04-N.,Anglerfish,Norwegian waters of 4,EU,2010,Atlantic,"1,540",Amendment,Final,"1,540",,"1,540",,
ANF/04-N.,Anglerfish,Norwegian waters of 4,EU,2010,Atlantic,0,Original,Not Final,0,,0,,
ANF/04-N.,Anglerfish,Norwegian waters of 4,Germany,2010,Atlantic,19,Amendment,Final,19,,19,,
ANF/04-N.,Anglerfish,Norwegian waters of 4,Germany,2010,Atlantic,0,Original,Not Final,0,,0,,
ANF/04-N.,Anglerfish,Norwegian waters of 4,TAC,2010,Atlantic,tbd,Amendment,Final,tbd,,tbd,,
ANF/04-N.,Anglerfish,Norwegian waters of 4,TAC,2010,Atlantic,tbd,Original,Not Final,tbd,,tbd,,
ANF/04-N.,Anglerfish,Norwegian waters of 4,Netherlands,2010,Atlantic,17,Amendment,Final,17,,17,,
ANF/04-N.,Anglerfish,Norwegian waters of 4,Netherlands,2010,Atlantic,0,Original,Not Final,0,,0,,
